id,filename,width,height,class,score,xmin,ymin,xmax,ymax
0,/home/fvogel/Documents/data_tracking/1004_anchors_5_30000/SR052N1D1day1stack1-11.png,512,512,spine,0.9459407329559326,227.0,474.0,243.0,492.0
11,/home/fvogel/Documents/data_tracking/1004_anchors_5_30000/SR052N1D1day1stack1-12.png,512,512,spine,0.8870988488197327,20.0,78.5,36.0,95.5
0,/home/fvogel/Documents/data_tracking/1004_anchors_5_30000/SR052N1D1day1stack1-12.png,512,512,spine,0.9159960746765136,230.0,475.0,246.0,491.0
10,/home/fvogel/Documents/data_tracking/1004_anchors_5_30000/SR052N1D1day1stack1-12.png,512,512,spine,0.8721837997436523,174.5,344.5,189.5,361.5
8,/home/fvogel/Documents/data_tracking/1004_anchors_5_30000/SR052N1D1day1stack1-12.png,512,512,spine,0.8428580760955809,188.5,316.5,209.5,337.5
2,/home/fvogel/Documents/data_tracking/1004_anchors_5_30000/SR052N1D1day1stack1-12.png,512,512,spine,0.8328374028205872,108.0,145.5,126.0,164.5
9,/home/fvogel/Documents/data_tracking/1004_anchors_5_30000/SR052N1D1day1stack1-12.png,512,512,spine,0.6661943793296814,127.0,220.0,143.0,238.0
1,/home/fvogel/Documents/data_tracking/1004_anchors_5_30000/SR052N1D1day1stack1-12.png,512,512,spine,0.7337725162506104,219.5,435.0,234.5,451.0
7,/home/fvogel/Documents/data_tracking/1004_anchors_5_30000/SR052N1D1day1stack1-12.png,512,512,spine,0.5982019901275635,97.0,120.0,113.0,136.0
4,/home/fvogel/Documents/data_tracking/1004_anchors_5_30000/SR052N1D1day1stack1-12.png,512,512,spine,0.7474052906036377,164.5,251.5,183.5,270.5
12,/home/fvogel/Documents/data_tracking/1004_anchors_5_30000/SR052N1D1day1stack1-12.png,512,512,spine,0.5473933815956116,143.5,134.0,160.5,150.0
7,/home/fvogel/Documents/data_tracking/1004_anchors_5_30000/SR052N1D1day1stack1-13.png,512,512,spine,0.5982019901275635,97.0,120.0,113.0,136.0
14,/home/fvogel/Documents/data_tracking/1004_anchors_5_30000/SR052N1D1day1stack1-13.png,512,512,spine,0.81662517786026,310.5,232.5,333.5,253.5
15,/home/fvogel/Documents/data_tracking/1004_anchors_5_30000/SR052N1D1day1stack1-13.png,512,512,spine,0.7960686087608337,375.5,239.5,394.5,258.5
11,/home/fvogel/Documents/data_tracking/1004_anchors_5_30000/SR052N1D1day1stack1-13.png,512,512,spine,0.908435881137848,15.5,75.5,30.5,94.5
12,/home/fvogel/Documents/data_tracking/1004_anchors_5_30000/SR052N1D1day1stack1-13.png,512,512,spine,0.8005157709121704,143.5,133.5,160.5,150.5
0,/home/fvogel/Documents/data_tracking/1004_anchors_5_30000/SR052N1D1day1stack1-13.png,512,512,spine,0.7560925483703613,230.5,473.5,245.5,488.5
2,/home/fvogel/Documents/data_tracking/1004_anchors_5_30000/SR052N1D1day1stack1-13.png,512,512,spine,0.8253358006477356,110.5,148.0,127.5,166.0
8,/home/fvogel/Documents/data_tracking/1004_anchors_5_30000/SR052N1D1day1stack1-13.png,512,512,spine,0.7610743641853333,187.0,319.0,207.0,337.0
10,/home/fvogel/Documents/data_tracking/1004_anchors_5_30000/SR052N1D1day1stack1-13.png,512,512,spine,0.8721837997436523,174.5,344.5,189.5,361.5
6,/home/fvogel/Documents/data_tracking/1004_anchors_5_30000/SR052N1D1day1stack1-13.png,512,512,spine,0.5938377380371094,95.5,174.0,112.5,192.0
4,/home/fvogel/Documents/data_tracking/1004_anchors_5_30000/SR052N1D1day1stack1-13.png,512,512,spine,0.8176409602165222,163.5,248.5,182.5,267.5
1,/home/fvogel/Documents/data_tracking/1004_anchors_5_30000/SR052N1D1day1stack1-13.png,512,512,spine,0.5277344584465027,219.5,435.5,234.5,450.5
13,/home/fvogel/Documents/data_tracking/1004_anchors_5_30000/SR052N1D1day1stack1-13.png,512,512,spine,0.6028820276260376,269.5,183.5,286.5,202.5
16,/home/fvogel/Documents/data_tracking/1004_anchors_5_30000/SR052N1D1day1stack1-14.png,512,512,spine,0.7858561873435974,374.5,275.0,393.5,303.0
14,/home/fvogel/Documents/data_tracking/1004_anchors_5_30000/SR052N1D1day1stack1-14.png,512,512,spine,0.9459840059280396,309.0,232.5,333.0,253.5
6,/home/fvogel/Documents/data_tracking/1004_anchors_5_30000/SR052N1D1day1stack1-14.png,512,512,spine,0.6747166514396667,100.5,174.0,117.5,194.0
15,/home/fvogel/Documents/data_tracking/1004_anchors_5_30000/SR052N1D1day1stack1-14.png,512,512,spine,0.8941698670387268,373.0,238.0,393.0,258.0
2,/home/fvogel/Documents/data_tracking/1004_anchors_5_30000/SR052N1D1day1stack1-14.png,512,512,spine,0.7556383013725281,108.0,145.5,124.0,164.5
17,/home/fvogel/Documents/data_tracking/1004_anchors_5_30000/SR052N1D1day1stack1-14.png,512,512,spine,0.7017542123794556,71.5,95.0,88.5,109.0
4,/home/fvogel/Documents/data_tracking/1004_anchors_5_30000/SR052N1D1day1stack1-14.png,512,512,spine,0.5777890086174011,163.0,247.5,181.0,266.5
12,/home/fvogel/Documents/data_tracking/1004_anchors_5_30000/SR052N1D1day1stack1-14.png,512,512,spine,0.9248682856559752,141.5,132.0,158.5,150.0
8,/home/fvogel/Documents/data_tracking/1004_anchors_5_30000/SR052N1D1day1stack1-14.png,512,512,spine,0.5795877575874329,189.0,321.0,209.0,339.0
0,/home/fvogel/Documents/data_tracking/1004_anchors_5_30000/SR052N1D1day1stack1-14.png,512,512,spine,0.7560925483703613,230.5,473.5,245.5,488.5
13,/home/fvogel/Documents/data_tracking/1004_anchors_5_30000/SR052N1D1day1stack1-14.png,512,512,spine,0.7384743094444275,272.0,187.0,288.0,205.0
11,/home/fvogel/Documents/data_tracking/1004_anchors_5_30000/SR052N1D1day1stack1-14.png,512,512,spine,0.9499323964118958,17.0,77.5,33.0,96.5
1,/home/fvogel/Documents/data_tracking/1004_anchors_5_30000/SR052N1D1day1stack1-14.png,512,512,spine,0.5277344584465027,219.5,435.5,234.5,450.5
12,/home/fvogel/Documents/data_tracking/1004_anchors_5_30000/SR052N1D1day1stack1-15.png,512,512,spine,0.9289416670799256,141.5,131.0,158.5,149.0
20,/home/fvogel/Documents/data_tracking/1004_anchors_5_30000/SR052N1D1day1stack1-15.png,512,512,spine,0.5020101070404053,86.0,105.0,100.0,119.0
15,/home/fvogel/Documents/data_tracking/1004_anchors_5_30000/SR052N1D1day1stack1-15.png,512,512,spine,0.9446482658386229,372.5,237.5,393.5,258.5
19,/home/fvogel/Documents/data_tracking/1004_anchors_5_30000/SR052N1D1day1stack1-15.png,512,512,spine,0.5768025517463684,35.0,35.5,67.0,58.5
16,/home/fvogel/Documents/data_tracking/1004_anchors_5_30000/SR052N1D1day1stack1-15.png,512,512,spine,0.8827140331268309,373.0,278.0,393.0,304.0
8,/home/fvogel/Documents/data_tracking/1004_anchors_5_30000/SR052N1D1day1stack1-15.png,512,512,spine,0.5795877575874329,189.0,321.0,209.0,339.0
11,/home/fvogel/Documents/data_tracking/1004_anchors_5_30000/SR052N1D1day1stack1-15.png,512,512,spine,0.9489210247993468,16.0,77.5,32.0,96.5
14,/home/fvogel/Documents/data_tracking/1004_anchors_5_30000/SR052N1D1day1stack1-15.png,512,512,spine,0.9521759152412416,309.0,233.0,333.0,253.0
2,/home/fvogel/Documents/data_tracking/1004_anchors_5_30000/SR052N1D1day1stack1-15.png,512,512,spine,0.7993074059486389,108.0,144.0,124.0,162.0
18,/home/fvogel/Documents/data_tracking/1004_anchors_5_30000/SR052N1D1day1stack1-15.png,512,512,spine,0.7123750448226929,312.5,206.0,327.5,222.0
17,/home/fvogel/Documents/data_tracking/1004_anchors_5_30000/SR052N1D1day1stack1-15.png,512,512,spine,0.8584859371185303,70.0,93.5,88.0,108.5
13,/home/fvogel/Documents/data_tracking/1004_anchors_5_30000/SR052N1D1day1stack1-15.png,512,512,spine,0.7470474839210509,269.0,184.0,287.0,206.0
4,/home/fvogel/Documents/data_tracking/1004_anchors_5_30000/SR052N1D1day1stack1-15.png,512,512,spine,0.5777890086174011,163.0,247.5,181.0,266.5
6,/home/fvogel/Documents/data_tracking/1004_anchors_5_30000/SR052N1D1day1stack1-15.png,512,512,spine,0.6747166514396667,100.5,174.0,117.5,194.0
12,/home/fvogel/Documents/data_tracking/1004_anchors_5_30000/SR052N1D1day1stack1-16.png,512,512,spine,0.9315072894096376,136.5,131.0,155.5,151.0
13,/home/fvogel/Documents/data_tracking/1004_anchors_5_30000/SR052N1D1day1stack1-16.png,512,512,spine,0.6862311363220215,267.5,178.5,286.5,205.5
17,/home/fvogel/Documents/data_tracking/1004_anchors_5_30000/SR052N1D1day1stack1-16.png,512,512,spine,0.8201281428337097,73.0,92.5,91.0,109.5
20,/home/fvogel/Documents/data_tracking/1004_anchors_5_30000/SR052N1D1day1stack1-16.png,512,512,spine,0.5020101070404053,86.0,105.0,100.0,119.0
18,/home/fvogel/Documents/data_tracking/1004_anchors_5_30000/SR052N1D1day1stack1-16.png,512,512,spine,0.5306591391563416,313.5,203.5,328.5,222.5
16,/home/fvogel/Documents/data_tracking/1004_anchors_5_30000/SR052N1D1day1stack1-16.png,512,512,spine,0.9605924487113952,369.0,274.0,391.0,302.0
15,/home/fvogel/Documents/data_tracking/1004_anchors_5_30000/SR052N1D1day1stack1-16.png,512,512,spine,0.9470857977867126,368.0,237.5,390.0,258.5
21,/home/fvogel/Documents/data_tracking/1004_anchors_5_30000/SR052N1D1day1stack1-16.png,512,512,spine,0.7595439553260803,95.5,136.0,110.5,152.0
19,/home/fvogel/Documents/data_tracking/1004_anchors_5_30000/SR052N1D1day1stack1-16.png,512,512,spine,0.7658100724220276,33.0,40.5,67.0,65.5
2,/home/fvogel/Documents/data_tracking/1004_anchors_5_30000/SR052N1D1day1stack1-16.png,512,512,spine,0.7993074059486389,108.0,144.0,124.0,162.0
23,/home/fvogel/Documents/data_tracking/1004_anchors_5_30000/SR052N1D1day1stack1-16.png,512,512,spine,0.5472930073738098,2.0,49.5,12.0,62.5
11,/home/fvogel/Documents/data_tracking/1004_anchors_5_30000/SR052N1D1day1stack1-16.png,512,512,spine,0.8642920851707458,14.5,73.5,31.5,94.5
22,/home/fvogel/Documents/data_tracking/1004_anchors_5_30000/SR052N1D1day1stack1-16.png,512,512,spine,0.5775243043899536,453.5,265.5,470.5,280.5
14,/home/fvogel/Documents/data_tracking/1004_anchors_5_30000/SR052N1D1day1stack1-16.png,512,512,spine,0.9511667490005492,305.0,234.0,331.0,254.0
18,/home/fvogel/Documents/data_tracking/1004_anchors_5_30000/SR052N1D1day1stack1-17.png,512,512,spine,0.8027626276016235,311.5,203.5,326.5,220.5
23,/home/fvogel/Documents/data_tracking/1004_anchors_5_30000/SR052N1D1day1stack1-17.png,512,512,spine,0.5934124588966371,1.0,46.5,15.0,63.5
17,/home/fvogel/Documents/data_tracking/1004_anchors_5_30000/SR052N1D1day1stack1-17.png,512,512,spine,0.891890823841095,69.5,92.5,88.5,109.5
12,/home/fvogel/Documents/data_tracking/1004_anchors_5_30000/SR052N1D1day1stack1-17.png,512,512,spine,0.9256353974342346,140.0,129.0,158.0,149.0
16,/home/fvogel/Documents/data_tracking/1004_anchors_5_30000/SR052N1D1day1stack1-17.png,512,512,spine,0.9725522994995116,371.0,275.0,393.0,303.0
13,/home/fvogel/Documents/data_tracking/1004_anchors_5_30000/SR052N1D1day1stack1-17.png,512,512,spine,0.6862311363220215,267.5,178.5,286.5,205.5
21,/home/fvogel/Documents/data_tracking/1004_anchors_5_30000/SR052N1D1day1stack1-17.png,512,512,spine,0.5124313831329346,101.0,135.5,117.0,154.5
22,/home/fvogel/Documents/data_tracking/1004_anchors_5_30000/SR052N1D1day1stack1-17.png,512,512,spine,0.8543123006820679,454.0,265.0,472.0,281.0
14,/home/fvogel/Documents/data_tracking/1004_anchors_5_30000/SR052N1D1day1stack1-17.png,512,512,spine,0.9534243941307068,306.5,232.5,331.5,253.5
11,/home/fvogel/Documents/data_tracking/1004_anchors_5_30000/SR052N1D1day1stack1-17.png,512,512,spine,0.8002799153327942,14.5,76.0,29.5,94.0
19,/home/fvogel/Documents/data_tracking/1004_anchors_5_30000/SR052N1D1day1stack1-17.png,512,512,spine,0.7877135276794434,29.5,30.5,56.5,47.5
15,/home/fvogel/Documents/data_tracking/1004_anchors_5_30000/SR052N1D1day1stack1-17.png,512,512,spine,0.954374134540558,369.5,237.5,392.5,258.5
17,/home/fvogel/Documents/data_tracking/1004_anchors_5_30000/SR052N1D1day1stack1-18.png,512,512,spine,0.906641125679016,70.5,92.5,91.5,111.5
22,/home/fvogel/Documents/data_tracking/1004_anchors_5_30000/SR052N1D1day1stack1-18.png,512,512,spine,0.9052233695983888,453.0,265.5,471.0,282.5
23,/home/fvogel/Documents/data_tracking/1004_anchors_5_30000/SR052N1D1day1stack1-18.png,512,512,spine,0.6242666244506836,1.0,47.0,15.0,63.0
14,/home/fvogel/Documents/data_tracking/1004_anchors_5_30000/SR052N1D1day1stack1-18.png,512,512,spine,0.8559404015541077,306.5,236.0,329.5,256.0
16,/home/fvogel/Documents/data_tracking/1004_anchors_5_30000/SR052N1D1day1stack1-18.png,512,512,spine,0.9681388139724731,370.5,275.0,391.5,303.0
19,/home/fvogel/Documents/data_tracking/1004_anchors_5_30000/SR052N1D1day1stack1-18.png,512,512,spine,0.8197566866874695,26.5,30.0,57.5,48.0
18,/home/fvogel/Documents/data_tracking/1004_anchors_5_30000/SR052N1D1day1stack1-18.png,512,512,spine,0.7911512851715088,313.5,201.0,330.5,225.0
15,/home/fvogel/Documents/data_tracking/1004_anchors_5_30000/SR052N1D1day1stack1-18.png,512,512,spine,0.940574824810028,369.5,238.5,390.5,259.5
21,/home/fvogel/Documents/data_tracking/1004_anchors_5_30000/SR052N1D1day1stack1-18.png,512,512,spine,0.7380234599113464,98.5,135.0,115.5,153.0
12,/home/fvogel/Documents/data_tracking/1004_anchors_5_30000/SR052N1D1day1stack1-18.png,512,512,spine,0.8028260469436646,139.5,129.5,158.5,148.5
11,/home/fvogel/Documents/data_tracking/1004_anchors_5_30000/SR052N1D1day1stack1-18.png,512,512,spine,0.894028902053833,17.5,78.0,34.5,96.0
17,/home/fvogel/Documents/data_tracking/1004_anchors_5_30000/SR052N1D1day1stack1-19.png,512,512,spine,0.8641908168792725,72.0,92.5,92.0,111.5
19,/home/fvogel/Documents/data_tracking/1004_anchors_5_30000/SR052N1D1day1stack1-19.png,512,512,spine,0.8337950110435486,26.5,31.5,57.5,50.5
18,/home/fvogel/Documents/data_tracking/1004_anchors_5_30000/SR052N1D1day1stack1-19.png,512,512,spine,0.6183071732521057,311.0,200.5,327.0,219.5
12,/home/fvogel/Documents/data_tracking/1004_anchors_5_30000/SR052N1D1day1stack1-19.png,512,512,spine,0.6046342849731445,138.5,132.0,155.5,148.0
23,/home/fvogel/Documents/data_tracking/1004_anchors_5_30000/SR052N1D1day1stack1-19.png,512,512,spine,0.6439963579177856,0.5,47.5,15.5,64.5
16,/home/fvogel/Documents/data_tracking/1004_anchors_5_30000/SR052N1D1day1stack1-19.png,512,512,spine,0.8866805434226991,368.5,274.5,389.5,301.5
21,/home/fvogel/Documents/data_tracking/1004_anchors_5_30000/SR052N1D1day1stack1-19.png,512,512,spine,0.7010242938995361,95.5,135.0,112.5,153.0
15,/home/fvogel/Documents/data_tracking/1004_anchors_5_30000/SR052N1D1day1stack1-19.png,512,512,spine,0.9023287892341614,368.5,239.5,391.5,260.5
11,/home/fvogel/Documents/data_tracking/1004_anchors_5_30000/SR052N1D1day1stack1-19.png,512,512,spine,0.894028902053833,17.5,78.0,34.5,96.0
22,/home/fvogel/Documents/data_tracking/1004_anchors_5_30000/SR052N1D1day1stack1-19.png,512,512,spine,0.78546142578125,451.0,265.5,469.0,282.5
14,/home/fvogel/Documents/data_tracking/1004_anchors_5_30000/SR052N1D1day1stack1-19.png,512,512,spine,0.7436835765838623,309.0,233.5,331.0,254.5
24,/home/fvogel/Documents/data_tracking/1004_anchors_5_30000/SR052N1D1day1stack2-04.png,512,512,spine,0.8221571445465088,343.0,886.5,363.0,909.5
14,/home/fvogel/Documents/data_tracking/1004_anchors_5_30000/SR052N1D1day1stack2-04.png,512,512,spine,0.7436835765838623,309.0,233.5,331.0,254.5
15,/home/fvogel/Documents/data_tracking/1004_anchors_5_30000/SR052N1D1day1stack2-04.png,512,512,spine,0.9023287892341614,368.5,239.5,391.5,260.5
25,/home/fvogel/Documents/data_tracking/1004_anchors_5_30000/SR052N1D1day1stack2-04.png,512,512,spine,0.7032411098480225,323.5,664.5,344.5,691.5
12,/home/fvogel/Documents/data_tracking/1004_anchors_5_30000/SR052N1D1day1stack2-04.png,512,512,spine,0.6046342849731445,138.5,132.0,155.5,148.0
23,/home/fvogel/Documents/data_tracking/1004_anchors_5_30000/SR052N1D1day1stack2-04.png,512,512,spine,0.6439963579177856,0.5,47.5,15.5,64.5
22,/home/fvogel/Documents/data_tracking/1004_anchors_5_30000/SR052N1D1day1stack2-04.png,512,512,spine,0.78546142578125,451.0,265.5,469.0,282.5
19,/home/fvogel/Documents/data_tracking/1004_anchors_5_30000/SR052N1D1day1stack2-04.png,512,512,spine,0.8337950110435486,26.5,31.5,57.5,50.5
18,/home/fvogel/Documents/data_tracking/1004_anchors_5_30000/SR052N1D1day1stack2-04.png,512,512,spine,0.6183071732521057,311.0,200.5,327.0,219.5
17,/home/fvogel/Documents/data_tracking/1004_anchors_5_30000/SR052N1D1day1stack2-04.png,512,512,spine,0.8641908168792725,72.0,92.5,92.0,111.5
16,/home/fvogel/Documents/data_tracking/1004_anchors_5_30000/SR052N1D1day1stack2-04.png,512,512,spine,0.8866805434226991,368.5,274.5,389.5,301.5
21,/home/fvogel/Documents/data_tracking/1004_anchors_5_30000/SR052N1D1day1stack2-04.png,512,512,spine,0.7010242938995361,95.5,135.0,112.5,153.0
26,/home/fvogel/Documents/data_tracking/1004_anchors_5_30000/SR052N1D1day1stack2-04.png,512,512,spine,0.5828886032104492,356.0,797.5,372.0,816.5
26,/home/fvogel/Documents/data_tracking/1004_anchors_5_30000/SR052N1D1day1stack2-05.png,512,512,spine,0.5828886032104492,356.0,797.5,372.0,816.5
27,/home/fvogel/Documents/data_tracking/1004_anchors_5_30000/SR052N1D1day1stack2-05.png,512,512,spine,0.8202654719352722,351.5,905.5,372.5,922.5
29,/home/fvogel/Documents/data_tracking/1004_anchors_5_30000/SR052N1D1day1stack2-05.png,512,512,spine,0.5134604573249817,323.5,682.0,338.5,698.0
24,/home/fvogel/Documents/data_tracking/1004_anchors_5_30000/SR052N1D1day1stack2-05.png,512,512,spine,0.7635613083839417,344.5,888.0,365.5,908.0
28,/home/fvogel/Documents/data_tracking/1004_anchors_5_30000/SR052N1D1day1stack2-05.png,512,512,spine,0.7651745080947876,375.5,851.5,388.5,866.5
25,/home/fvogel/Documents/data_tracking/1004_anchors_5_30000/SR052N1D1day1stack2-05.png,512,512,spine,0.8576578497886658,323.0,668.0,343.0,688.0
25,/home/fvogel/Documents/data_tracking/1004_anchors_5_30000/SR052N1D1day1stack2-06.png,512,512,spine,0.9253202080726624,322.0,667.5,342.0,688.5
31,/home/fvogel/Documents/data_tracking/1004_anchors_5_30000/SR052N1D1day1stack2-06.png,512,512,spine,0.9342525601387024,207.0,572.5,241.0,599.5
27,/home/fvogel/Documents/data_tracking/1004_anchors_5_30000/SR052N1D1day1stack2-06.png,512,512,spine,0.7310793995857239,351.0,906.5,373.0,923.5
30,/home/fvogel/Documents/data_tracking/1004_anchors_5_30000/SR052N1D1day1stack2-06.png,512,512,spine,0.944560706615448,376.5,879.5,395.5,902.5
29,/home/fvogel/Documents/data_tracking/1004_anchors_5_30000/SR052N1D1day1stack2-06.png,512,512,spine,0.7012501955032349,321.5,681.0,338.5,699.0
28,/home/fvogel/Documents/data_tracking/1004_anchors_5_30000/SR052N1D1day1stack2-06.png,512,512,spine,0.7478258609771729,375.5,852.0,388.5,868.0
24,/home/fvogel/Documents/data_tracking/1004_anchors_5_30000/SR052N1D1day1stack2-06.png,512,512,spine,0.7635613083839417,344.5,888.0,365.5,908.0
31,/home/fvogel/Documents/data_tracking/1004_anchors_5_30000/SR052N1D1day1stack2-07.png,512,512,spine,0.9555814266204834,208.5,573.5,245.5,602.5
25,/home/fvogel/Documents/data_tracking/1004_anchors_5_30000/SR052N1D1day1stack2-07.png,512,512,spine,0.9003931283950806,321.0,667.5,343.0,688.5
30,/home/fvogel/Documents/data_tracking/1004_anchors_5_30000/SR052N1D1day1stack2-07.png,512,512,spine,0.9775455594062804,377.5,882.0,396.5,902.0
27,/home/fvogel/Documents/data_tracking/1004_anchors_5_30000/SR052N1D1day1stack2-07.png,512,512,spine,0.5876621603965759,350.0,906.0,370.0,922.0
28,/home/fvogel/Documents/data_tracking/1004_anchors_5_30000/SR052N1D1day1stack2-07.png,512,512,spine,0.7287225127220154,374.5,854.5,387.5,869.5
29,/home/fvogel/Documents/data_tracking/1004_anchors_5_30000/SR052N1D1day1stack2-07.png,512,512,spine,0.7012501955032349,321.5,681.0,338.5,699.0
32,/home/fvogel/Documents/data_tracking/1004_anchors_5_30000/SR052N1D1day1stack2-07.png,512,512,spine,0.8509925603866577,401.0,865.0,417.0,881.0
33,/home/fvogel/Documents/data_tracking/1004_anchors_5_30000/SR052N1D1day1stack2-07.png,512,512,spine,0.8134964108467102,282.0,652.0,298.0,668.0
25,/home/fvogel/Documents/data_tracking/1004_anchors_5_30000/SR052N1D1day1stack2-08.png,512,512,spine,0.9007501006126404,320.5,666.0,343.5,686.0
29,/home/fvogel/Documents/data_tracking/1004_anchors_5_30000/SR052N1D1day1stack2-08.png,512,512,spine,0.6151080131530762,324.5,682.0,341.5,698.0
